gene	cluster
RAD51AP1	K3
DYRK4	K3
AKAP3	K3
NDUFA9	K3
VWF	K1
CD9	K1
TNFRSF1A	K2
LTBR	K2
TAPBPL	K3
VAMP1	K2
MRPL51	K3
NCAPD2	K3
GAPDH	K2
IFFO1	K1
NOP2	K2
CHD4	K2
LPAR5	K2
ACRBP	K1
ING4	K1
ZNF384	K1
COPS7A	K3
MLF2	K2
PTMS	K4
LAG3	K4
CD4	K2
GNB3	K3
CDCA3	K3
USP5	K3
TPI1	K2
SPSB2	K1
LRRC23	K3
ENO2	K3
ATN1	K3
C12orf57	K3
PTPN6	K2
EMG1	K3
PHB2	K2
LPCAT3	K3
C1S	K3
C1R	K1
C1RL	K1
C1RL-AS1	K1
RBP5	K1
CLSTN3	K1
PEX5	K2
SLC2A14	K4
SLC2A3	K1
FOXJ2	K5
C3AR1	K1
NECAP1	K5
CLEC4A	K5
RP11-266K4.9	K2
LINC00937	K1
RIMKLB	K4
RP11-20D14.6	K5
A2ML1	K4
PHC1	K3
M6PR	K3
KLRG1	K2
A2M-AS1	K1
A2M	K1
PZP	K1
LINC00987	K2
RP13-735L24.1	K1
KLRB1	K3
CLEC2D	K3
CD69	K1
CLEC2B	K5
CLEC12A	K1
CLEC1B	K1
GABARAPL1	K5
KLRD1	K5
RP11-277P12.20	K2
MAGOHB	K3
STYK1	K4
YBX3	K5
RP13-81N3.2	K5
PRR4	K3
PRH2	K2
TAS2R14	K1
TAS2R50	K1
TAS2R20	K3
TAS2R30	K3
RP11-434C1.1	K1
ETV6	K1
LRP6	K3
MANSC1	K3
LOH12CR1	K3
CREBL2	K5
GPR19	K4
CDKN1B	K5
APOLD1	K4
DDX47	K5
RP11-392P7.6	K4
GPRC5D	K5
HEBP1	K4
KIAA1467	K3
ATF7IP	K4
HIST4H4	K5
H2AFJ	K4
WBP11	K3
C12orf60	K3
SMCO3	K4
ART4	K4
MGP	K5
ERP27	K1
ARHGDIB	K2
EPS8	K3
STRAP	K2
DERA	K3
MGST1	K2
PLEKHA5	K2
AEBP2	K3
PDE3A	K1
PYROXD1	K3
RECQL	K3
C12orf39	K1
LDHB	K2
KCNJ8	K1
CMAS	K4
ST8SIA1	K4
C2CD5	K3
ETNK1	K2
BCAT1	K2
LRMP	K2
KRAS	K3
RP11-513G19.1	K1
RP11-612B6.2	K1
ITPR2	K1
RP11-666F17.1	K1
ASUN	K2
FGFR1OP2	K5
RP11-421F16.3	K3
TM7SF3	K3
MED21	K5
C12orf71	K5
STK38L	K2
ARNTL2	K1
PPFIBP1	K2
RP11-709A23.1	K1
MRPS35	K2
KLHL42	K3
CCDC91	K5
RP11-967K21.1	K5
FAR2	K2
RP11-996F15.2	K1
ERGIC2	K3
IPO8	K3
CAPRIN2	K3
LINC00941	K2
DDX11-AS1	K3
DDX11	K3
FAM60A	K2
DENND5B	K2
METTL20	K4
AMN1	K3
H3F3C	K2
KIAA1551	K4
BICD1	K3
FGD4	K1
DNM1L	K3
YARS2	K2
PKP2	K1
ALG10	K3
ALG10B	K3
CPNE8	K2
RP11-396F22.1	K1
KIF21A	K3
SLC2A13	K2
GXYLT1	K3
YAF2	K1
PPHLN1	K3
ZCRB1	K3
PRICKLE1	K1
RP11-350F4.2	K2
PUS7L	K3
IRAK4	K3
TWF1	K3
TMEM117	K2
ANO6	K2
LINC00938	K3
ARID2	K3
SCAF11	K2
SLC38A1	K2
SLC38A2	K5
RP11-96H19.1	K1
RP11-474P2.4	K1
RP11-446N19.1	K1
AMIGO2	K3
PCED1B	K3
RPAP3	K2
RP1-197B17.3	K4
ENDOU	K4
SLC48A1	K3
HDAC7	K2
VDR	K2
TMEM106C	K3
PFKM	K4
ASB8	K5
DKFZP779L1853	K3
ZNF641	K3
KANSL2	K3
CCNT1	K3
ADCY6	K1
CACNB3	K1
DDX23	K3
RND1	K2
CCDC65	K2
FKBP11	K2
ARF3	K2
DDN	K2
KMT2D	K1
RHEBL1	K4
LMBR1L	K2
RP11-386G11.10	K3
TUBA1B	K3
TUBA1A	K3
TUBA1C	K3
RP11-161H23.9	K4
TROAP	K3
SPATS2	K2
KCNH3	K1
PRPF40B	K2
FAM186B	K2
FMNL3	K3
TMBIM6	K3
NCKAP5L	K1
BCDIN3D-AS1	K2
BCDIN3D	K2
AQP2	K1
RACGAP1	K3
SMARCD1	K2
COX14	K2
CERS5	K3
LIMA1	K3
LARP4	K3
DIP2B	K2
ATF1	K3
METTL7A	K4
HIGD1C	K4
SLC11A2	K3
LETMD1	K3
CSRNP2	K1
TFCP2	K3
POU6F1	K1
DAZAP2	K5
SMAGP	K5
BIN2	K2
CELA1	K1
GALNT6	K3
SLC4A8	K2
ANKRD33	K5
ACVRL1	K1
ACVR1B	K1
NR4A1	K1
C12orf44	K2
KRT86	K1
KRT81	K1
KRT2	K2
KRT1	K5
KRT3	K4
KRT79	K1
KRT8	K1
KRT18	K2
EIF4B	K2
RP11-983P16.4	K1
TENC1	K1
SPRYD3	K2
CSAD	K1
ZNF740	K2
ITGB7	K2
RARG	K2
MFSD5	K2
ESPL1	K3
PFDN5	K3
RP11-680A11.5	K5
C12orf10	K2
AAAS	K3
SP1	K4
AMHR2	K2
PRR13	K2
PCBP2	K1
MAP3K12	K1
TARBP2	K2
ATF7	K3
ATP5G2	K3
CALCOCO1	K5
SMUG1	K3
CBX5	K3
RP11-968A15.2	K3
HNRNPA1	K3
NFE2	K4
COPZ1	K5
ZNF385A	K2
ITGA5	K1
GTSF1	K3
NCKAP1L	K2
PDE1B	K1
TESPA1	K5
ITGA7	K1
RP11-644F5.10	K1
BLOC1S1	K4
RDH5	K1
CD63	K2
RP11-644F5.11	K2
GDF11	K1
SARNP	K1
ORMDL2	K3
DNAJC14	K2
MMP19	K1
WIBG	K2
DGKA	K3
PMEL	K2
CDK2	K3
RAB5B	K5
SUOX	K2
IKZF4	K3
RPS26	K3
PA2G4	K2
RPL41	K2
ZC3H10	K1
ESYT1	K2
RP11-603J24.5	K1
MYL6B	K3
MYL6	K1
SMARCC2	K3
RNF41	K3
NABP2	K3
SLC39A5	K1
ANKRD52	K3
COQ10A	K2
CS	K3
RP11-977G19.11	K1
CNPY2	K2
PAN2	K3
IL23A	K1
STAT2	K3
TIMELESS	K3
SPRYD4	K3
GLS2	K3
RBMS2	K1
BAZ2A	K5
ATP5B	K2
PTGES3	K5
NACA	K2
PRIM1	K3
HSD17B6	K4
RDH16	K5
ZBTB39	K3
TAC3	K5
MYO1A	K5
TMEM194A	K3
NAB2	K2
STAT6	K5
LRP1	K3
SHMT2	K3
STAC3	K1
GLI1	K1
ARHGAP9	K1
MARS	K3
DDIT3	K5
MBD6	K5
DCTN2	K3
KIF5A	K2
PIP4K2C	K2
DTX3	K1
OS9	K3
AGAP2	K1
TSPAN31	K5
CDK4	K2
MARCH9	K1
CYP27B1	K2
METTL1	K2
METTL21B	K2
TSFM	K2
AVIL	K1
RP11-571M6.17	K5
CTDSP2	K4
RP11-620J15.1	K1
RP11-620J15.3	K2
XRCC6BP1	K2
LRIG3	K2
SLC16A7	K2
FAM19A2	K1
USP15	K5
MON2	K3
PPM1H	K2
DPY19L2	K2
TMEM5	K2
SRGAP1	K1
C12orf66	K2
XPOT	K3
TBK1	K2
RASSF3	K1
GNS	K1
LEMD3	K3
MSRB3	K1
HMGA2	K3
RP11-366L20.2	K3
LLPH	K2
RP11-745O10.2	K3
IRAK3	K1
HELB	K2
GRIP1	K1
CAND1	K3
DYRK2	K2
MDM1	K3
RP11-81H14.2	K1
RAP1B	K2
RP11-637A17.2	K3
NUP107	K3
SLC35E3	K2
MDM2	K5
RP11-611O2.1	K5
CPM	K5
CPSF6	K3
LYZ	K1
YEATS4	K3
FRS2	K4
CCT2	K3
BEST3	K4
RP11-588G21.2	K4
RAB3IP	K4
MYRFL	K5
RP11-611E13.2	K5
RP11-320P7.1	K4
CNOT2	K3
TSPAN8	K5
THAP2	K3
TMEM19	K3
RAB21	K5
RP11-2H8.2	K5
TBC1D15	K5
TPH2	K5
TRHDE	K5
ATXN7L3B	K3
CAPS2	K3
GLIPR1	K1
RP11-585P4.5	K2
KRR1	K3
PHLDA1	K1
NAP1L1	K3
BBS10	K3
ZDHHC17	K4
CSRP2	K1
E2F7	K3
PAWR	K1
PPP1R12A	K3
LIN7A	K1
CCDC59	K2
METTL25	K2
C12orf29	K5
CEP290	K3
TMTC3	K3
KITLG	K2
DUSP6	K1
POC1B	K4
GALNT4	K5
RP11-734K2.4	K1
RP11-981P6.1	K4
ATP2B1	K4
LINC00936	K4
LUM	K1
C12orf79	K5
BTG1	K5
EEA1	K2
RP11-511B23.1	K5
RP11-511B23.2	K5
RP11-202G11.2	K5
RP11-511B23.3	K5
RP11-486A14.2	K5
NUDT4	K5
UBE2N	K2
MRPL42	K3
SOCS2	K3
CRADD	K4
RP11-887P2.5	K4
PLXNC1	K2
RP11-1105G2.3	K2
CCDC41	K3
TMCC3	K5
NDUFA12	K3
NR2C1	K3
FGD6	K5
VEZT	K2
METAP2	K3
USP44	K3
NTN4	K5
SNRPF	K3
AMDHD1	K1
HAL	K1
LTA4H	K5
ELK3	K2
CDK17	K4
C12orf55	K4
NEDD1	K3
TMPO-AS1	K3
TMPO	K3
SLC25A3	K3
IKBIP	K2
APAF1	K3
UHRF1BP1L	K1
ACTR6	K3
DEPDC4	K3
SCYL2	K5
GAS2L3	K3
UTP20	K2
ARL1	K3
RP11-321F8.4	K2
CHPT1	K4
SYCP3	K4
GNPTAB	K3
DRAM1	K2
CCDC53	K3
NUP37	K3
PARPBP	K3
NT5DC3	K2
HSP90B1	K2
TDG	K3
GLT8D2	K1
HCFC2	K4
NFYB	K3
TXNRD1	K2
EID3	K3
CHST11	K5
SLC41A2	K1
C12orf45	K2
ALDH1L2	K2
KIAA1033	K2
APPL2	K5
C12orf75	K1
CKAP4	K1
TCP11L2	K5
POLR3B	K2
RIC8B	K3
RP11-412D9.4	K3
C12orf23	K2
MTERFD3	K3
CRY1	K5
BTBD11	K1
PWP1	K2
PRDM4	K2
WSCD2	K1
CMKLR1	K4
RP11-13G14.4	K5
FICD	K3
SART3	K2
ISCU	K5
TMEM119	K5
SELPLG	K5
RP11-689B22.2	K4
CORO1C	K5
SSH1	K1
USP30	K2
USP30-AS1	K5
ALKBH2	K2
UNG	K2
ACACB	K2
KCTD10	K2
UBE3B	K4
MMAB	K3
MVK	K3
FAM222A	K3
GLTP	K3
TCHP	K3
GIT2	K3
ANKRD13A	K1
C12orf76	K1
IFT81	K2
ATP2A2	K3
ANAPC7	K3
ARPC3	K3
GPN3	K3
FAM216A	K2
VPS29	K3
RAD9B	K3
PPTC7	K1
TCTN1	K2
HVCN1	K1
PPP1CC	K3
FAM109A	K1
SH2B3	K4
BRAP	K5
ACAD10	K3
ALDH2	K1
MAPKAPK5-AS1	K2
MAPKAPK5	K3
TMEM116	K3
ERP29	K3
NAA25	K2
TRAFD1	K2
HECTD4	K5
RP3-521E19.2	K5
RPL6	K3
PTPN11	K3
OAS3	K2
OAS2	K1
RASAL1	K1
DDX54	K2
RITA1	K2
IQCD	K1
TPCN1	K1
SLC8B1	K1
PLBD2	K4
SDS	K4
SDSL	K4
RBM19	K2
MED13L	K5
RP11-493P1.2	K1
MAP1LC3B2	K5
C12orf49	K1
RNFT2	K2
FBXW8	K1
RP11-231I16.1	K1
TESC	K4
FBXO21	K3
RFC5	K3
WSB2	K3
VSIG10	K1
PEBP1	K2
TAOK3	K5
RP11-131L12.2	K5
SUDS3	K4
RP11-768F21.1	K4
TMEM233	K4
PRKAB1	K3
CIT	K3
RP1-127H14.3	K4
CCDC64	K1
RAB35	K2
GCN1L1	K3
RPLP0	K3
PXN-AS1	K2
PXN	K2
SIRT4	K2
COX6A1	K2
TRIAP1	K2
GATC	K2
SRSF9	K1
DYNLL1	K3
DYNLL1-AS1	K3
COQ5	K3
RNF10	K5
POP5	K2
CABP1	K5
MLEC	K2
SPPL3	K5
C12orf43	K2
OASL	K1
P2RX7	K1
P2RX4	K2
CAMKK2	K2
ANAPC5	K3
RNF34	K3
KDM2B	K2
ORAI1	K1
TMEM120B	K3
RHOF	K1
AC084018.1	K3
RP11-347I19.8	K1
SETD1B	K4
HPD	K5
PSMD9	K4
WDR66	K5
BCL7A	K3
MLXIP	K5
LRRC43	K5
B3GNT4	K1
DIABLO	K2
VPS33A	K2
CLIP1	K5
RP11-450K4.1	K5
ZCCHC8	K4
RSRC2	K1
KNTC1	K3
DENR	K3
CCDC62	K5
HIP1R	K2
VPS37B	K2
ABCB9	K2
OGFOD2	K2
ARL6IP4	K3
PITPNM2	K1
RP11-197N18.7	K1
MPHOSPH9	K3
C12orf65	K3
RP11-282O18.3	K1
CDK2AP1	K1
RP11-282O18.7	K5
SBNO1	K2
hsa-mir-8072	K1
SETD8	K3
RILPL2	K2
SNRNP35	K3
RILPL1	K1
RP11-486O12.2	K1
TMED2	K2
DDX55	K2
EIF2B1	K2
GTF2H3	K3
TCTN2	K2
ATP6V0A2	K1
DNAH10	K1
CCDC92	K1
ZNF664	K3
NCOR2	K1
SCARB1	K2
UBC	K5
DHX37	K2
BRI3BP	K3
AACS	K3
SLC15A4	K3
STX2	K4
RP11-989F5.1	K4
RP11-989F5.3	K4
RAN	K3
SFSWAP	K4
RP11-495K9.5	K4
MMP17	K1
ULK1	K5
PUS1	K2
EP400	K3
EP400NL	K2
DDX51	K2
NOC4L	K2
FBRSL1	K2
POLE	K3
PXMP2	K3
PGAM5	K2
ANKLE2	K3
GOLGA3	K5
CHFR	K3
ZNF605	K2
ZNF26	K2
ZNF84	K2
ZNF140	K3
ZNF891	K2
ZNF10	K2
ZNF268	K3
AC226150.4	K2
RP11-523H24.3	K4
PSPC1	K3
AL354808.2	K4
ZMYM5	K5
ZMYM2	K1
CRYL1	K2
IFT88	K3
IL17D	K1
N6AMT2	K3
XPO4	K3
LATS2	K1
SAP18	K2
SKA3	K3
MRP63	K3
LINC00422	K1
ZDHHC20	K2
MICU2	K3
SACS	K2
TNFRSF19	K2
MIPEP	K2
SPATA13	K2
PARP4	K3
CENPJ	K3
MTMR6	K3
NUPL1	K5
RNF6	K3
CDK8	K1
WASF3	K2
USP12	K5
USP12-AS1	K4
LINC00412	K4
RPL21	K2
RASL11A	K1
GTF3A	K2
MTIF3	K3
LNX2	K5
POLR1D	K5
ATP5EP2	K4
FLT3	K1
PAN3-AS1	K4
PAN3	K5
FLT1	K5
POMP	K3
SLC46A3	K2
MTUS2	K1
SLC7A1	K3
UBL3	K1
KATNAL1	K3
LINC00426	K1
HMGB1	K3
USPL1	K2
ALOX5AP	K1
HSPH1	K5
B3GALTL	K4
FRY-AS1	K1
RP11-37E23.5	K1
BRCA2	K3
N4BP2L1	K2
N4BP2L2	K1
PDS5B	K3
RFC3	K3
NBEA	K1
SOHLH2	K2
CCDC169	K2
SPG20	K4
SPG20OS	K1
CCNA1	K1
RFXAP	K3
SMAD9	K3
ALG5	K3
EXOSC8	K3
SUPT20H	K3
UFM1	K3
PROSER1	K3
NHLRC3	K3
LHFP	K2
COG6	K2
AL133318.1	K5
FOXO1	K5
MRPS31	K3
SLC25A15	K2
ELF1	K1
WBP4	K4
KBTBD6	K3
KBTBD7	K3
MTRF1	K3
RGCC	K5
VWA8	K3
DGKH	K4
AKAP11	K3
EPSTI1	K3
DNAJC15	K3
CCDC122	K1
LACC1	K1
SERP2	K1
TSC22D1	K3
NUFIP1	K2
GPALPP1	K3
GTF2F2	K3
TPT1	K1
TPT1-AS1	K4
SLC25A30	K2
COG3	K3
ZC3H13	K2
CPB2-AS1	K2
LCP1	K2
LRRC63	K2
KIAA0226L	K2
LRCH1	K2
ESD	K3
SUCLA2	K3
NUDT15	K2
MED4	K3
MED4-AS1	K4
ITM2B	K5
LINC00441	K4
RB1	K4
LPAR6	K4
RCBTB2	K2
CYSLTR2	K5
FNDC3A	K3
CDADC1	K2
CAB39L	K3
SETDB2	K2
PHF11	K2
ARL11	K1
EBPL	K2
KPNA3	K3
SPRYD7	K3
TRIM13	K3
KCNRG	K4
DLEU1	K2
RP11-175B12.2	K5
RNASEH2B-AS1	K2
RNASEH2B	K3
FAM124A	K1
SERPINE3	K4
INTS6	K4
INTS6-AS1	K5
WDFY2	K2
DHRS12	K3
ATP7B	K3
ALG11	K3
UTP14C	K3
NEK3	K2
THSD1	K1
VPS36	K3
CKAP2	K4
HNRNPA1L2	K2
SUGT1	K3
DIAPH3	K3
DIAPH3-AS1	K4
DIAPH3-AS2	K4
TDRD3	K3
PCDH9	K1
DACH1	K1
MZT1	K3
BORA	K3
DIS3	K3
PIBF1	K3
KLF5	K1
KLF12	K1
TBC1D4	K2
COMMD6	K3
UCHL3	K2
LMO7	K3
KCTD12	K1
CLN5	K3
FBXL3	K4
MYCBP2	K2
SLAIN1	K2
RNF219	K3
RBM26	K1
RBM26-AS1	K3
NDFIP2	K3
SPRY2	K1
GPC5	K1
TGDS	K3
GPR180	K3
ABCC4	K4
CLDN10	K1
DNAJC3-AS1	K2
DNAJC3	K2
UGGT2	K3
MBNL2	K5
RAP2A	K4
IPO5	K3
FARP1	K1
STK24	K4
DOCK9	K2
UBAC2-AS1	K2
UBAC2	K2
GPR183	K5
LINC00449	K1
TM9SF2	K3
CLYBL	K3
PCCA	K2
PCCA-AS1	K2
GGACT	K3
TMTC4	K2
FGF14-AS2	K3
TPP2	K3
TEX30	K3
KDELC1	K2
BIVM	K3
ERCC5	K2
ARGLU1	K3
LIG4	K3
ABHD13	K3
TNFSF13B	K1
MYO16	K5
IRS2	K5
RAB20	K1
CARKD	K3
CARS2	K2
ING1	K3
LINC00346	K5
ANKRD10	K3
ARHGEF7	K2
TUBGCP3	K3
ATP11A	K3
ATP11A-AS1	K1
PROZ	K5
PCID2	K2
CUL4A	K5
LAMP1	K1
GRTP1	K2
ADPRHL1	K1
TMCO3	K2
TFDP1	K4
GAS6-AS1	K1
GAS6	K2
RASA3	K3
CDC16	K3
UPF3A	K2
CHAMP1	K3
POTEM	K5
TTC5	K3
CTD-2292M16.8	K1
CCNB1IP1	K2
RPPH1	K1
PARP2	K3
TEP1	K1
OSGEP	K3
APEX1	K2
TMEM55B	K5
PNP	K5
RP11-14J7.6	K5
RNASE6	K1
RNASE1	K3
RNASE3	K1
RP11-84C10.2	K1
RNASE2	K1
METTL17	K3
NDRG2	K1
ARHGEF40	K1
ZNF219	K3
TMEM253	K3
HNRNPC	K2
RPGRIP1	K3
SUPT16H	K3
CHD8	K3
RAB2B	K4
TOX4	K5
METTL3	K3
SALL2	K2
AE000661.50	K1
DAD1	K1
CTD-2555K7.4	K5
ABHD4	K5
OXA1L	K3
SLC7A7	K1
MRPL52	K2
MMP14	K1
LRP10	K5
REM2	K5
RBM23	K3
PRMT5-AS1	K2
PRMT5	K2
HAUS4	K3
AJUBA	K1
C14orf93	K3
PSMB5	K2
CDH24	K1
ACIN1	K1
C14orf119	K5
CEBPE	K1
SLC7A8	K2
HOMEZ	K2
PPP1R3E	K1
BCL2L2	K3
PABPN1	K1
SLC22A17	K1
CMTM5	K1
NGDN	K2
RP11-66N24.4	K1
ZFHX2	K1
AP1G2	K3
DHRS2	K5
DHRS4-AS1	K3
DHRS4	K3
DHRS4L2	K3
NRL	K1
PCK2	K3
DCAF11	K4
FITM1	K5
PSME1	K4
EMC9	K4
RP11-468E2.5	K4
PSME2	K2
RNF31	K1
RP11-468E2.4	K4
IRF9	K4
REC8	K3
IPO4	K2
TM9SF1	K3
TSSK4	K3
NEDD8	K3
GMPR2	K2
TINF2	K3
TGM1	K3
RABGGTA	K3
DHRS1	K3
NOP9	K3
LTB4R	K1
ADCY4	K1
RIPK3	K1
NFATC4	K1
NYNRIN	K2
CBLN3	K5
KHNYN	K5
SDR39U1	K1
CTSG	K1
RP11-1103G16.1	K4
G2E3	K3
SCFD1	K3
COCH	K2
RP11-829H16.3	K4
STRN3	K4
AP4S1	K4
HECTD1	K4
RP11-596D21.1	K1
HEATR5A	K2
DTD2	K2
NUBPL	K2
ARHGAP5-AS1	K2
ARHGAP5	K3
EGLN3	K2
SPTSSA	K2
EAPP	K5
SNX6	K3
CFL2	K3
BAZ1A	K3
RP11-73E17.2	K3
SRP54	K3
FAM177A1	K2
PPP2R3C	K3
PSMA6	K2
NFKBIA	K1
RALGAPA1	K3
BRMS1L	K2
MBIP	K3
PAX9	K3
SLC25A21	K3
RP11-81F13.1	K4
RP11-81F13.2	K4
SLC25A21-AS1	K4
MIPOL1	K3
SEC23A	K2
GEMIN2	K3
TRAPPC6B	K2
PNN	K3
CTAGE5	K1
FBXO33	K5
C14orf28	K1
KLHL28	K5
FAM179B	K2
FKBP3	K3
FANCM	K3
MIS18BP1	K3
RPS29	K3
RN7SL1	K1
LRR1	K3
RPL36AL	K2
DNAAF2	K2
POLE2	K3
KLHDC1	K2
KLHDC2	K5
AL627171.2	K1
ARF6	K4
RP11-58E21.4	K5
C14orf182	K4
RP11-58E21.3	K5
SOS2	K1
L2HGDH	K2
ATP5S	K4
CDKL1	K5
MAP4K5	K5
ATL1	K1
NIN	K1
PYGL	K2
ABHD12B	K1
TRIM9	K1
TMX1	K3
FRMD6	K2
GNG2	K2
C14orf166	K3
NID2	K2
PTGER2	K1
TXNDC16	K4
GPR137C	K1
ERO1L	K2
PSMC6	K3
STYX	K3
GNPNAT1	K2
RP11-368P15.3	K4
DDHD1	K4
AL163953.3	K2
CDKN3	K3
CNIH1	K3
GMFB	K3
CGRRF1	K5
SAMD4A	K1
GCH1	K4
WDHD1	K3
SOCS4	K3
MAPK1IP1L	K3
LGALS3	K5
DLGAP5	K3
RP11-665C16.6	K5
FBXO34	K5
RP11-665C16.5	K5
ATG14	K5
KTN1-AS1	K2
KTN1	K2
PELI2	K5
RP11-930O11.2	K5
RP11-930O11.1	K4
EXOC5	K3
AP5M1	K3
NAA30	K5
ACTR10	K4
PSMA3	K2
RP11-349A22.5	K4
ARID4A	K5
TIMM9	K2
KIAA0586	K3
DAAM1	K4
GPR135	K1
L3HYPDH	K2
RTN1	K1
PCNXL4	K2
DHRS7	K2
CTD-2184C24.2	K5
PPM1A	K5
MNAT1	K3
TRMT5	K2
SLC38A6	K2
PRKCH	K2
HIF1A	K3
SNAPC1	K2
PPP2R5E	K4
WDR89	K2
SGPP1	K3
SYNE2	K4
ESR2	K4
RP11-544I20.2	K1
MTHFD1	K3
CTD-2555O16.2	K3
CTD-2555O16.4	K3
ZBTB25	K3
AKAP5	K1
ZBTB1	K2
PLEKHG3	K1
SPTB	K4
CHURC1	K2
FNTB	K2
GPX2	K1
RAB15	K1
RP11-840I19.5	K5
MAX	K5
RP11-840I19.3	K1
FUT8	K2
RP11-72M17.1	K2
GPHN	K2
FAM71D	K4
MPP5	K3
ATP6V1D	K5
EIF2S1	K2
PLEK2	K5
TMEM229B	K3
PIGH	K3
ARG2	K5
VTI1B	K5
RDH11	K5
RDH12	K5
ZFYVE26	K4
RAD51B	K3
CTD-2566J3.1	K2
ZFP36L1	K3
ACTN1	K2
DCAF5	K1
EXD2	K2
ERH	K3
SLC39A9	K2
KIAA0247	K3
SRSF5	K3
SLC10A1	K5
SLC8A3	K1
COX16	K3
SYNJ2BP	K2
ADAM20P1	K4
ADAM20	K4
MED6	K3
MAP3K9	K1
PCNX	K1
SIPA1L1	K2
RGS6	K4
AC005477.1	K4
RP3-514A23.2	K4
DPF3	K4
DCAF4	K2
ZFYVE1	K5
PSEN1	K2
PAPLN	K2
HEATR4	K2
ACOT1	K2
ACOT2	K3
ACOT4	K2
PNMA1	K5
ELMSAN1	K3
PTGR2	K1
ZNF410	K4
FAM161B	K1
COQ6	K3
ENTPD5	K5
CCDC176	K5
ALDH6A1	K3
ABCD4	K1
RP3-449M8.6	K4
NPC2	K3
ISCA2	K3
LTBP2	K4
AREL1	K3
FCF1	K3
YLPM1	K3
PROX2	K1
DLST	K3
RPS6KL1	K2
PGF	K5
EIF2B2	K3
MLH3	K2
ACYP1	K3
ZC2HC1C	K2
NEK9	K3
TMED10	K2
FOS	K5
JDP2	K1
BATF	K2
FLVCR2	K1
TTLL5	K3
C14orf1	K3
IFT43	K2
TGFB3	K2
GPATCH2L	K3
VASH1	K1
RP11-488C13.5	K2
ANGEL1	K2
IRF2BPL	K1
RP11-7F17.5	K5
CIPC	K2
TMEM63C	K2
POMT2	K1
GSTZ1	K2
TMED8	K2
NOXRED1	K5
VIPAS39	K3
AHSA1	K2
SPTLC2	K3
ALKBH1	K2
SLIRP	K2
SNW1	K3
ADCK1	K3
NRXN3	K4
CEP128	K3
TSHR	K1
GTF2A1	K4
STON2	K2
SEL1L	K5
CTD-2341M24.1	K5
GALC	K3
GPR65	K1
SPATA7	K2
ZC3H14	K3
TTC8	K2
FOXN3	K5
RP11-33N16.2	K5
FOXN3-AS1	K1
EFCAB11	K3
TDP1	K3
PSMC1	K3
NRDE2	K3
CALM1	K2
TTC7B	K2
RP11-1078H9.5	K1
CTD-3035D6.2	K3
RPS6KA5	K1
C14orf159	K2
GPR68	K1
CCDC88C	K3
TC2N	K1
TRIP11	K4
ATXN3	K5
NDUFB1	K3
CPSF2	K3
RIN3	K2
LGMN	K5
GOLGA5	K5
ITPK1	K2
ITPK1-AS1	K1
MOAP1	K5
TMEM251	K2
C14orf142	K3
UBR7	K3
BTBD7	K1
OTUB2	K1
DDX24	K5
IFI27L1	K3
IFI27	K5
IFI27L2	K1
DICER1	K3
DICER1-AS1	K3
CLMN	K1
LINC00341	K4
SYNE3	K5
RP11-1070N10.3	K5
SNHG10	K5
GLRX5	K5
RP11-1070N10.4	K5
BDKRB2	K5
ATG2B	K5
GSKIP	K4
AK7	K4
RP11-872J21.3	K3
PAPOLA	K3
RP11-433J8.1	K5
VRK1	K3
LINC00618	K3
SETD3	K3
CCNK	K1
EML1	K5
EVL	K1
DEGS2	K2
YY1	K1
SLC25A29	K1
WARS	K3
RP11-638I2.9	K4
WDR25	K2
BEGAIN	K1
DLK1	K1
MEG3	K1
RP11-8L8.2	K1
PPP2R5C	K3
CTD-2017C7.2	K3
CTD-2017C7.1	K4
RP11-1017G21.5	K1
RP11-1017G21.6	K1
DYNC1H1	K3
HSP90AA1	K3
WDR20	K4
MOK	K2
ZNF839	K3
CINP	K3
TECPR2	K1
ANKRD9	K5
RCOR1	K1
TRAF3	K3
CDC42BPB	K4
TNFAIP2	K1
RP11-45P15.4	K5
EIF5	K5
MARK3	K5
CKB	K2
RP11-600F24.7	K2
TRMT61A	K2
BAG5	K2
KLC1	K1
APOPT1	K2
RP11-894P9.1	K3
XRCC3	K3
ZFYVE21	K4
PPP1R13B	K1
C14orf2	K2
TDRD9	K1
RD3L	K5
KIF26A	K4
RP11-982M15.7	K5
RP11-982M15.8	K5
RP11-982M15.6	K5
INF2	K2
ADSSL1	K5
SIVA1	K3
AKT1	K3
ZBTB42	K2
LINC00638	K2
CEP170B	K2
PLD4	K1
AHNAK2	K1
C14orf79	K3
CDCA4	K3
GPR132	K1
JAG2	K1
NUDT14	K3
BRF1	K2
BTBD6	K3
PACS2	K1
RP11-521B24.3	K2
MTA1	K3
CRIP1	K1
C14orf80	K1
AL122127.25	K1
KIAA0125	K2
TUBGCP5	K3
CYFIP1	K2
NIPA1	K2
NDN	K1
PWAR6	K2
SNORD116-20	K2
HERC2	K3
APBA2	K2
NDNL2	K1
CHRFAM7A	K1
ARHGAP11B	K3
RP11-932O9.10	K4
FAN1	K3
MTMR10	K5
RP11-16E12.1	K4
KLF13	K4
OTUD7A	K4
RP11-1000B6.3	K1
GOLGA8N	K1
AC123768.4	K1
ARHGAP11A	K3
SCG5	K3
FMN1	K1
RYR3	K2
RP11-3D4.3	K2
RP11-3D4.2	K1
AVEN	K1
PGBD4	K3
KATNBL1	K3
EMC4	K3
SLC12A6	K2
