gene	cluster
NOP16	K2
HIGD2A	K2
CLTB	K1
FAF2	K2
RNF44	K1
GPRIN1	K2
TSPAN17	K3
UNC5A	K1
HK3	K1
UIMC1	K5
ZNF346	K5
FGFR4	K5
NSD1	K2
RAB24	K1
MXD3	K4
PRELID1	K2
LMAN2	K3
RGS14	K1
F12	K2
GRK6	K4
PRR7-AS1	K1
PRR7	K2
DBN1	K1
PDLIM7	K3
RP11-1334A24.6	K2
DOK3	K2
DDX41	K2
FAM193B	K1
TMED9	K2
B4GALT7	K2
RP11-1277A3.1	K1
RP11-423H2.3	K3
N4BP3	K2
RMND5B	K3
NHP2	K2
HNRNPAB	K3
PHYKPL	K3
COL23A1	K1
CLK4	K5
ZNF354A	K3
ZNF354B	K2
ZNF879	K2
ZNF354C	K2
RUFY1	K2
RP11-1379J22.2	K1
HNRNPH1	K3
RP11-1379J22.5	K2
CANX	K2
MAML1	K1
MGAT4B	K1
SQSTM1	K5
C5orf45	K5
CTC-241N9.1	K2
TBC1D9B	K2
RNF130	K2
CTC-563A5.2	K1
MAPK9	K3
CTB-129O4.1	K2
CNOT6	K3
FLT4	K2
MGAT1	K2
LINC00847	K3
ZFP62	K3
TRIM7	K2
GNB2L1	K3
CTC-338M12.4	K1
TRIM52	K3
TRIM52-AS1	K5
AC138035.2	K1
DUSP22	K2
EXOC2	K3
RP1-20B11.2	K4
GMDS	K2
GMDS-AS1	K3
MYLK4	K5
WRNIP1	K3
SERPINB1	K1
SERPINB9	K3
SERPINB6	K1
LINC01011	K2
NQO2	K4
RP1-90J20.12	K5
RIPK1	K3
BPHL	K2
TUBB2A	K4
TUBB2B	K4
PSMG4	K4
SLC22A23	K5
RP11-506K6.4	K5
FAM50B	K3
PRPF4B	K3
ECI2	K2
CDYL	K4
RPP40	K2
RP11-428J1.5	K2
LYRM4	K2
FARS2	K3
F13A1	K1
RP1-80N2.3	K2
RP1-80N2.2	K2
RREB1	K3
SSR1	K3
RIOK1	K3
DSP	K4
SNRNP48	K3
BMP6	K1
BLOC1S5	K3
EEF1E1	K3
SLC35B3	K3
GCNT2	K4
RP11-360O19.4	K5
GCNT6	K5
PAK1IP1	K2
TMEM14C	K3
TMEM14B	K3
SYCP2L	K1
MAK	K4
SMIM13	K2
NEDD9	K1
TMEM170B	K1
PHACTR1	K1
RP1-257A7.4	K1
TBC1D7	K3
RP1-257A7.5	K1
GFOD1	K3
SIRT5	K3
RP1-223E5.4	K2
RANBP9	K4
MCUR1	K3
RNF182	K5
CD83	K2
RP11-330A16.1	K5
RP11-146I2.1	K2
RP11-560J1.2	K1
JARID2	K2
DTNBP1	K2
MYLIP	K5
GMPR	K5
ATXN1	K1
FAM8A1	K1
NUP153	K5
RP11-500C11.3	K1
KIF13A	K3
NHLRC1	K2
TPMT	K3
KDM1B	K2
DEK	K3
RNF144B	K2
MBOAT1	K2
E2F3	K1
CDKAL1	K3
SOX4	K1
MRS2	K2
GPLD1	K4
ALDH5A1	K4
KIAA0319	K5
TDP2	K5
ACOT13	K2
RP1-30M3.5	K5
C6orf62	K5
GMNN	K3
FAM65B	K2
RP11-367G6.3	K2
LRRC16A	K4
TRIM38	K5
U91328.20	K5
HIST1H1A	K1
HIST1H3A	K3
HIST1H4B	K4
HIST1H3B	K3
HIST1H2BB	K3
HIST1H3C	K3
HIST1H1C	K5
HFE	K5
HIST1H4C	K3
HIST1H1T	K5
HIST1H2BC	K5
HIST1H2AC	K5
HIST1H1E	K3
HIST1H2BD	K5
HIST1H2BE	K3
HIST1H4D	K1
HIST1H3D	K4
HIST1H2BF	K3
HIST1H4E	K3
HIST1H2BG	K5
HIST1H2AE	K3
HIST1H3E	K5
HIST1H1D	K3
HIST1H4F	K3
HIST1H3F	K3
HIST1H2BH	K3
HIST1H3G	K3
HIST1H2BI	K1
HIST1H4H	K5
BTN3A2	K2
BTN2A2	K2
BTN3A1	K2
BTN3A3	K2
BTN2A1	K1
HCG11	K3
CTA-14H9.5	K2
HMGN4	K2
ABT1	K2
ZNF322	K2
RP11-457M11.5	K1
RP1-86C11.7	K5
HIST1H2BJ	K5
HIST1H2AG	K1
HIST1H2BK	K5
HIST1H4I	K3
HIST1H2AH	K3
ZNF391	K2
RP1-153G14.4	K3
ZNF184	K3
HIST1H2BL	K1
HIST1H2AI	K5
HIST1H3H	K5
HIST1H2AJ	K3
HIST1H2BM	K3
HIST1H4J	K4
HIST1H2AK	K5
HIST1H2BN	K5
HIST1H2AL	K3
HIST1H1B	K3
HIST1H3I	K3
HIST1H3J	K3
HIST1H2BO	K5
OR2B6	K5
RP1-313I6.12	K1
ZNF165	K5
ZSCAN16-AS1	K1
ZSCAN16	K2
RP1-265C24.8	K5
ZKSCAN8	K5
ZSCAN9	K2
ZKSCAN4	K3
NKAPL	K1
PGBD1	K2
ZSCAN31	K2
ZKSCAN3	K3
ZSCAN12	K3
HCG14	K5
TRIM27	K2
ZNF311	K3
GABBR1	K1
ZFP57	K2
HLA-F	K1
XXbac-BPG170G13.32	K4
HLA-G	K5
HLA-A	K5
HCG9	K5
ZNRD1-AS1	K3
ZNRD1	K1
PPP1R11	K2
RNF39	K5
TRIM10	K4
TRIM15	K4
TRIM26	K2
HCG18	K3
TRIM39	K1
HLA-E	K1
GNL1	K2
PRR3	K2
ABCF1	K2
PPP1R10	K1
MRPS18B	K3
ATAT1	K2
C6orf136	K3
PPP1R18	K1
NRM	K3
MDC1	K3
TUBB	K3
XXbac-BPG252P9.9	K3
FLOT1	K3
IER3	K1
DDR1	K1
VARS2	K3
CCHCR1	K3
TCF19	K3
POU5F1	K3
XXbac-BPG299F13.17	K4
HCG27	K4
HLA-C	K1
HLA-B	K1
MICA	K3
MICB	K3
DDX39B	K3
ATP6V1G2	K1
NFKBIL1	K3
LTB	K1
NCR3	K1
AIF1	K1
PRRC2A	K3
BAG6	K5
APOM	K4
C6orf47	K2
GPANK1	K5
CSNK2B	K1
LY6G5B	K1
LY6G5C	K5
ABHD16A	K4
C6orf25	K1
DDAH2	K1
CLIC1	K2
MSH5	K3
SAPCD1	K3
VWA7	K5
VARS	K2
LSM2	K3
HSPA1L	K1
HSPA1A	K5
HSPA1B	K5
C6orf48	K2
NEU1	K1
EHMT2	K2
C2	K3
NELFE	K4
SKIV2L	K2
DXO	K2
STK19	K3
CYP21A2	K5
TNXB	K4
ATF6B	K3
FKBPL	K3
PRRT1	K3
PPT2	K3
PPT2-EGFL8	K3
EGFL8	K4
AGPAT1	K3
RNF5	K3
AGER	K1
PBX2	K1
GPSM3	K1
NOTCH4	K1
HLA-DRA	K1
HLA-DRB5	K1
HLA-DRB1	K1
HLA-DQA1	K1
HLA-DQB1	K1
PSMB8	K2
TAPSAR1	K1
PSMB9	K1
TAP1	K1
HLA-DMB	K1
HLA-DMA	K1
BRD2	K1
HLA-DOA	K1
HLA-DPA1	K2
HLA-DPB1	K1
COL11A2	K5
RXRB	K1
SLC39A7	K2
HSD17B8	K2
RING1	K3
HCG25	K1
VPS52	K3
RPS18	K2
B3GALT4	K1
WDR46	K2
PFDN6	K2
RGL2	K1
TAPBP	K1
ZBTB22	K5
DAXX	K2
KIFC1	K3
PHF1	K5
CUTA	K2
SYNGAP1	K1
ZBTB9	K2
BAK1	K2
ITPR3	K2
UQCC2	K3
LEMD2	K1
HMGA1	K2
C6orf1	K1
NUDT3	K2
RPS10	K2
SPDEF	K5
C6orf106	K5
RP11-140K17.3	K5
SNRPC	K2
UHRF1BP1	K3
TAF11	K3
ANKS1A	K2
SCUBE3	K3
RP3-329A5.8	K3
ZNF76	K3
DEF6	K2
PPARD	K3
FANCE	K2
RPL10A	K3
TEAD3	K2
FKBP5	K3
SRPK1	K3
SLC26A8	K1
MAPK14	K1
MAPK13	K1
BRPF3	K4
PNPLA1	K1
PXT1	K2
KCTD20	K5
STK38	K3
SRSF3	K3
CDKN1A	K2
RAB44	K1
PPIL1	K3
C6orf89	K3
PI16	K5
MTCH1	K4
FGD2	K5
COX6A1P2	K2
PIM1	K5
TMEM217	K4
TBC1D22B	K5
RNF8	K3
CMTR1	K3
CCDC167	K3
ZFAND3	K5
BTBD9	K1
GLO1	K3
SAYSD1	K3
KCNK5	K2
UNC5CL	K4
OARD1	K3
TSPO2	K4
APOBEC2	K4
NFYA	K5
TREML1	K1
TREML2	K4
TREML4	K5
RP11-328M4.2	K2
FOXP4	K1
FRS3	K1
PRICKLE4	K2
USP49	K4
MED20	K3
BYSL	K3
CCND3	K3
TAF8	K3
GUCA1B	K4
MRPS10	K3
TRERF1	K1
UBR2	K5
PRPH2	K5
TBCC	K3
GLTSCR1L	K4
RPL7L1	K2
C6orf226	K1
CNPY3	K2
RP3-475N16.1	K1
GNMT	K1
PEX6	K2
PPP2R5D	K3
MEA1	K3
CUL7	K2
KLC4	K5
MRPL2	K2
PTK7	K1
SRF	K1
CUL9	K3
DNPH1	K3
ZNF318	K3
ABCC10	K3
DLK2	K1
TJAP1	K3
LRRC73	K5
POLR1C	K2
YIPF3	K5
XPO5	K3
POLH	K3
GTPBP2	K4
MAD2L1BP	K3
RSPH9	K2
MRPS18A	K3
VEGFA	K4
RP5-1120P11.1	K2
C6orf223	K4
MRPL14	K2
TMEM63B	K5
CAPN11	K1
SLC29A1	K3
HSP90AB1	K2
SLC35B2	K2
NFKBIE	K1
AARS2	K3
CDC5L	K3
SUPT3H	K2
RUNX2	K1
RP1-8B1.4	K2
ENPP4	K3
SLC25A27	K2
TNFRSF21	K2
RP11-385F7.1	K4
CD2AP	K4
MUT	K3
CENPQ	K3
RHAG	K4
CRISP3	K4
MCM3	K3
PAQR8	K2
EFHC1	K3
TRAM2	K2
TRAM2-AS1	K2
TMEM14A	K2
GSTA4	K2
ICK	K1
FBXO9	K5
ELOVL5	K3
GCLC	K5
RP1-27K12.4	K5
KLHL31	K2
LRRC1	K1
DST	K1
BEND6	K1
KIAA1586	K4
ZNF451	K4
RP11-203B9.4	K5
BAG2	K2
RAB23	K3
PRIM2	K3
MTRNR2L9	K1
FKBP1C	K2
PTP4A1	K2
PHF3	K4
RP11-301G19.1	K1
LMBRD1	K3
RP11-462G2.1	K5
FAM135A	K2
C6orf57	K2
SMAP1	K3
OGFRL1	K3
KCNQ5	K1
KHDC1	K1
RP11-398K22.12	K1
MB21D1	K2
MTO1	K3
EEF1A1	K3
SLC17A5	K2
CD109	K1
TMEM30A	K2
SENP6	K3
MYO6	K2
IRAK1BP1	K3
PHIP	K3
HMGN3	K2
HMGN3-AS1	K2
LCA5	K2
SH3BGRL2	K3
TTK	K3
BCKDHB	K2
RP11-250B2.6	K2
FAM46A	K1
RP11-379B8.1	K4
IBTK	K3
UBE3D	K2
DOPEY1	K3
PGM3	K2
RWDD2A	K2
ME1	K2
CYB5R4	K3
KIAA1009	K3
NT5E	K1
SNX14	K2
SYNCRIP	K2
RP1-3J17.3	K1
RP11-393I2.4	K2
ZNF292	K2
SMIM8	K3
RP1-102H19.8	K3
C6orf163	K3
SLC35A1	K3
RARS2	K3
ORC3	K3
AKIRIN2	K5
RNGTT	K3
PNRC1	K5
SRSF12	K5
PM20D2	K2
UBE2J1	K3
RRAGD	K1
ANKRD6	K1
LYRM2	K3
MDN1	K3
BACH2	K1
MAP3K7	K2
MANEA-AS1	K3
MANEA	K3
UFL1	K3
GPR63	K3
NDUFAF4	K2
KLHL32	K3
MMS22L	K3
FBXL4	K5
COQ3	K2
PNISR	K1
USP45	K3
TSTD3	K3
CCNC	K3
ASCC3	K3
RP3-467N11.1	K3
HACE1	K3
PREP	K3
PRDM1	K5
ATG5	K3
AIM1	K1
RTN4IP1	K2
QRSL1	K3
C6orf203	K3
BEND3	K2
PDSS2	K3
SEC63	K3
RP1-191J18.66	K2
RP1-111B22.3	K5
OSTM1	K4
SNX3	K4
LACE1	K2
FOXO3	K5
ARMC2	K2
SESN1	K5
RP11-787I22.3	K5
CEP57L1	K3
CD164	K2
RP11-425D10.10	K2
PPIL6	K2
SMPD2	K2
MICAL1	K1
ZBTB24	K2
AK9	K3
FIG4	K3
WASF1	K3
CDC40	K3
DDO	K3
SLC22A16	K4
CTA-331P3.1	K4
CDK19	K3
AMD1	K2
GTF3C6	K3
RPF2	K2
SLC16A10	K2
KIAA1919	K3
RP5-1112D6.4	K1
RP5-1112D6.7	K3
TRAF3IP2-AS1	K3
TRAF3IP2	K3
C6orf3	K1
FYN	K4
TUBE1	K3
FAM229B	K2
HDAC2	K3
RP3-399L15.3	K2
NT5DC1	K2
COL10A1	K2
TSPYL4	K3
DSE	K2
TSPYL1	K5
FAM26F	K1
RWDD1	K3
RSPH4A	K1
ZUFSP	K3
KPNA5	K2
GOPC	K2
DCBLD1	K2
NUS1	K2
CEP85L	K3
PLN	K1
MCM9	K2
ASF1A	K4
MAN1A1	K5
TBC1D32	K3
HSF2	K3
SERINC1	K5
SMPDL3A	K1
RP11-510H23.1	K1
RNF217	K4
HDDC2	K3
NCOA7	K5
HINT3	K2
TRMT11	K3
CENPW	K3
RNF146	K5
ECHDC1	K3
ARHGAP18	K2
L3MBTL3	K2
EPB41L2	K2
AKAP7	K4
ARG1	K5
MED23	K3
ENPP3	K1
STX7	K4
VNN1	K1
VNN2	K2
SLC18B1	K4
RPS12	K2
TBPL1	K5
SLC2A12	K4
ALDH8A1	K5
HBS1L	K2
MYB	K2
AHI1	K2
PDE7B	K1
RP13-143G15.4	K5
MTFR2	K3
BCLAF1	K2
MAP7	K2
RP3-325F22.5	K5
MAP3K5	K3
RP3-325F22.3	K4
PEX7	K3
IFNGR1	K2
RP11-356I2.4	K2
TNFAIP3	K5
PERP	K2
HEBP2	K1
NHSL1	K1
CCDC28A	K5
ECT2L	K1
REPS1	K1
ABRACL	K2
HECA	K5
RP1-225E12.2	K5
CITED2	K5
RP11-12A2.3	K5
VTA1	K3
GPR126	K1
HIVEP2	K2
AIG1	K2
ADAT2	K2
PEX3	K2
RP1-20N2.6	K2
FUCA2	K2
PHACTR2	K2
RP11-436I24.1	K1
LTV1	K2
PLAGL1	K2
SF3B5	K2
STX11	K3
UTRN	K1
EPM2A	K5
FBXO30	K5
RP11-545I5.3	K5
SHPRH	K3
RAB32	K1
STXBP5-AS1	K1
STXBP5	K1
RP11-361F15.2	K1
UST	K5
TAB2	K5
SUMO4	K1
ZC3H12D	K1
PPIL4	K3
GINM1	K3
KATNA1	K3
LATS1	K3
NUP43	K3
LRP11	K2
RAET1E	K2
ULBP2	K4
ULBP1	K5
PLEKHG1	K2
MTHFD1L	K2
ZBTB2	K2
RMND1	K2
ESR1	K1
SYNE1	K1
MYCT1	K1
FBXO5	K3
MTRF1L	K3
IPCEF1	K1
CNKSR3	K2
SCAF8	K1
TIAM2	K1
RP11-477D19.2	K2
TFB1M	K3
CLDN20	K2
ARID1B	K1
TMEM242	K5
RP5-933K21.3	K5
ZDHHC14	K3
SNX9	K3
RP11-52J3.3	K4
RP3-403L10.3	K4
SYNJ2	K1
SERAC1	K2
GTF2H5	K3
RP11-732M18.3	K2
TULP4	K2
AL591025.1	K1
DYNLT1	K3
SYTL3	K1
EZR	K3
RP1-111C20.4	K1
TAGAP	K1
RP3-393E18.2	K5
SOD2	K5
WTAP	K1
ACAT2	K3
TCP1	K2
MRPL18	K2
PNLDC1	K5
IGF2R	K5
AIRN	K5
RP11-288H12.4	K5
SLC22A1	K5
MAP3K4	K3
AGPAT4	K4
PARK2	K2
QKI	K4
SFT2D1	K3
MPC1	K3
RPS6KA2	K1
RNASET2	K1
RP1-167A14.2	K1
FGFR1OP	K3
MLLT4	K4
WDR27	K2
C6orf120	K4
PHF10	K3
RP1-266L20.2	K2
ERMARD	K3
PSMB1	K2
TBP	K3
PDCD2	K2
AC093627.9	K3
AC093627.10	K1
FAM20C	K1
PDGFA	K3
AC147651.3	K4
PRKAR1B	K2
AC147651.4	K2
HEATR2	K2
SUN1	K3
GET4	K5
RP11-449P15.2	K5
ADAP1	K1
COX19	K2
C7orf50	K3
GPR146	K5
ZFAND2A	K5
MICALL2	K4
RP11-1246C19.1	K1
INTS1	K3
MAFK	K5
TMEM184A	K5
PSMG3-AS1	K3
AC074389.9	K2
MAD1L1	K3
AC110781.3	K2
FTSJ2	K3
NUDT1	K3
SNX8	K4
EIF3B	K1
AC004840.8	K5
CHST12	K2
AC004840.9	K1
LFNG	K1
BRAT1	K3
IQCE	K3
TTYH3	K2
AMZ1	K5
GNA12	K5
CARD11	K2
FOXK1	K2
AP5Z1	K5
RADIL	K1
RBAK-RBAKDN	K2
RBAK	K3
WIPI2	K5
SLC29A4	K1
TNRC18	K1
RP11-1275H24.1	K1
RP11-1275H24.3	K2
ACTB	K1
FSCN1	K2
RNF216	K3
CCZ1	K1
PMS2	K3
AIMP2	K2
EIF2AK1	K4
ANKRD61	K4
AC004895.4	K5
USP42	K4
CYTH3	K4
FAM220A	K2
DAGLB	K1
KDELR2	K2
ZDHHC4	K3
C7orf26	K3
RP11-611L7.1	K1
AC073343.1	K1
ZNF12	K3
CCZ1B	K3
C1GALT1	K4
MIOS	K3
RPA3	K3
RPA3-AS1	K3
ICA1	K2
PHF14	K3
THSD7A	K1
VWDE	K2
SCIN	K3
ARL4A	K5
RP11-196O16.1	K1
ISPD	K1
SOSTDC1	K5
ANKMY2	K3
BZW2	K2
AC073333.8	K1
TSPAN13	K3
AHR	K1
SNX13	K4
HDAC9	K1
TWISTNB	K3
MACC1	K1
CTA-293F17.1	K1
ITGB8	K1
ABCB5	K4
SP4	K4
DNAH11	K2
CDCA7L	K3
RAPGEF5	K1
TOMM7	K3
FAM126A	K3
KLHL7-AS1	K3
KLHL7	K3
NUPL2	K3
GPNMB	K2
MALSU1	K3
IGF2BP3	K5
CCDC126	K1
FAM221A	K3
MPP6	K2
DFNA5	K2
OSBPL3	K3
CYCS	K3
C7orf31	K1
AC003090.1	K5
CTD-2227E11.1	K1
NFE2L3	K1
CTB-119C2.1	K5
HNRNPA2B1	K3
CBX3	K3
SNX10	K2
AC004540.5	K1
SKAP2	K3
HOXA1	K2
HOTAIRM1	K1
HOXA5	K1
HOXA9	K1
HOXA10	K1
HIBADH	K2
TAX1BP1	K5
JAZF1	K4
JAZF1-AS1	K1
CPVL	K2
CHN2	K1
PRR15	K1
WIPF3	K2
SCRN1	K2
FKBP14	K2
PLEKHA8	K2
MTURN	K4
AC007036.6	K5
NOD1	K2
GGCT	K2
RP4-777O23.1	K1
GARS	K3
CRHR2	K5
FAM188B	K3
AQP1	K4
LSM5	K3
KBTBD2	K4
FKBP9	K2
NT5C3A	K5
RP9	K2
BBS9	K2
DPY19L1	K3
HERPUD2	K4
RP11-379H18.1	K2
AC007551.3	K1
SEPT7	K3
EEPD1	K2
KIAA0895	K2
ANLN	K3
AOAH	K1
ELMO1	K2
ELMO1-AS1	K1
GPR141	K1
EPDR1	K3
SFRP4	K3
STARD3NL	K2
VPS41	K3
YAE1D1	K3
RALA	K2
LINC00265	K1
RP11-467D6.1	K1
CDK13	K1
MPLKIP	K2
SUGCT	K2
RP11-111K18.2	K1
MRPL32	K2
STK17A	K5
COA1	K3
BLVRA	K3
MRPS24	K2
URGCP	K3
UBE2D4	K2
SPDYE1	K1
LINC00957	K1
DBNL	K3
POLM	K1
AEBP1	K1
POLD2	K3
YKT6	K3
NUDCD3	K3
NPC1L1	K2
DDX56	K2
TMED4	K2
OGDH	K5
ZMIZ2	K1
PPIA	K3
H2AFV	K3
AC004854.4	K4
RP4-673M15.1	K1
MYO1G	K2
SNHG15	K2
CCM2	K3
TBRG4	K2
ADCY1	K2
RP11-638I8.1	K2
TNS3	K2
HUS1	K3
PKD1L1	K5
UPP1	K1
IKZF1	K3
FIGNL1	K3
GRB10	K3
SEC61G	K2
LANCL2	K3
VOPP1	K3
ZNF713	K3
GBAS	K3
PSPH	K2
CCT6A	K3
SUMF2	K2
PHKG1	K1
CHCHD2	K3
ZNF727	K1
ZNF736	K2
ZNF680	K3
ZNF107	K3
ZNF138	K3
ZNF273	K3
RP11-797H7.5	K4
ZNF117	K3
ERV3-1	K3
ZNF92	K3
VKORC1L1	K3
GUSB	K3
ASL	K3
CRCP	K3
RP5-1132H15.1	K1
TPST1	K1
LINC00174	K1
GS1-124K5.3	K1
GS1-124K5.4	K2
GS1-124K5.11	K1
KCTD7	K4
RABGEF1	K1
RP11-458F8.4	K1
SBDS	K5
TYW1	K3
AUTS2	K1
CALN1	K1
POM121	K2
TRIM74	K1
NSUN5	K3
BAZ1B	K3
TBL2	K2
WBSCR22	K2
STX1A	K1
ABHD11	K2
CLDN4	K5
WBSCR27	K5
ELN	K1
LIMK1	K2
EIF4H	K3
LAT2	K1
RFC2	K3
CLIP2	K1
GTF2IRD1	K2
GTF2I	K2
NCF1	K1
GTF2IRD2	K1
WBSCR16	K2
TRIM73	K1
POM121C	K2
HIP1	K1
RHBDD2	K1
POR	K2
STYXL1	K3
MDH2	K2
HSPB1	K5
YWHAG	K2
SRCRB4D	K2
ZP3	K2
DTX2	K2
CCDC146	K1
FGL2	K1
GSAP	K2
PTPN12	K1
RSBN1L-AS1	K5
RSBN1L	K1
TMEM60	K3
PHTF2	K3
GNAI1	K2
CD36	K3
SEMA3C	K1
HGF	K1
SEMA3E	K5
KIAA1324L	K2
AC005076.5	K3
DMTF1	K3
TMEM243	K1
TP53TG1	K2
CROT	K2
ABCB4	K2
ABCB1	K2
SLC25A40	K3
DBF4	K3
ADAM22	K2
SRI	K3
CTB-167B5.1	K4
AC003991.3	K3
C7orf63	K2
GTPBP10	K3
CLDN12	K2
CDK14	K1
FZD1	K3
MTERF	K3
AKAP9	K4
KRIT1	K3
ANKIB1	K3
GATAD1	K2
PEX1	K2
RBM48	K4
FAM133B	K3
CDK6	K2
AC002454.1	K2
SAMD9	K5
SAMD9L	K4
HEPACAM2	K5
CCDC132	K4
GNG11	K1
BET1	K3
AC006378.2	K5
AC003092.1	K5
CASD1	K1
PPP1R9A	K2
PON2	K2
PDK4	K5
DYNC1I1	K1
SLC25A13	K3
SHFM1	K3
ACN9	K3
ASNS	K3
LMTK2	K4
TECPR1	K1
BRI3	K5
BAIAP2L1	K1
RP4-607J23.2	K5
RP11-307C18.1	K5
TRRAP	K3
AC004893.11	K3
SMURF1	K1
ARPC1A	K3
ARPC1B	K2
PDAP1	K3
BUD31	K2
PTCD1	K1
CPSF4	K2
ZNF789	K2
ZNF394	K5
ZKSCAN5	K3
FAM200A	K2
ZNF655	K1
GS1-259H13.2	K5
ZSCAN25	K3
CYP3A5	K5
CYP3A4	K4
TRIM4	K3
AZGP1	K2
ZKSCAN1	K2
ZSCAN21	K3
ZNF3	K3
COPS6	K3
MCM7	K3
AP4M1	K3
TAF6	K3
CNPY4	K3
LAMTOR4	K1
C7orf43	K1
GAL3ST4	K1
GPC2	K1
STAG3	K4
GATS	K5
SPDYE3	K2
PILRB	K1
PILRA	K1
ZCWPW1	K1
MEPCE	K2
C7orf61	K5
TSC22D4	K5
RP11-44M6.1	K2
AGFG2	K3
LRCH4	K1
FBXO24	K3
PCOLCE	K1
MOSPD3	K2
TFR2	K3
GNB2	K4
GIGYF1	K1
POP7	K2
EPHB4	K2
SLC12A9	K2
TRIP6	K2
SRRT	K3
UFSP1	K2
ACHE	K4
TRIM56	K3
SERPINE1	K1
AP1S1	K2
PLOD3	K3
ZNHIT1	K2
CLDN15	K5
FIS1	K5
RP11-132A1.4	K2
RABL5	K3
CUX1	K3
CTA-339C12.1	K1
PRKRIP1	K2
ORAI2	K2
ALKBH4	K3
LRWD1	K2
POLR2J	K3
POLR2J3	K3
FAM185A	K3
FBXL13	K2
ARMC10	K3
NAPEPLD	K3
PMPCB	K3
DNAJC2	K2
PSMC2	K3
SLC26A5	K5
RELN	K4
ORC5	K3
RP11-325F22.2	K1
LINC01004	K5
KMT2E-AS1	K5
KMT2E	K5
CTB-152G17.6	K4
SRPK2	K2
RP4-778K6.3	K1
PUS7	K2
RINT1	K3
RP11-251G23.5	K1
ATXN7L1	K2
SYPL1	K3
NAMPT	K2
CTB-30L5.1	K5
CCDC71L	K4
PIK3CG	K2
PRKAR2B	K3
CTA-360L10.1	K3
HBP1	K5
CTA-363E19.2	K5
COG5	K2
DUS4L	K2
BCAP29	K3
AC002467.7	K2
CBLL1	K2
SLC26A3	K5
DLD	K3
LAMB1	K1
CTB-13F3.1	K5
PNPLA8	K4
THAP5	K4
DNAJB9	K5
AC005487.2	K5
IMMP2L	K2
ZNF277	K3
IFRD1	K5
LSMEM1	K5
TMEM168	K3
C7orf60	K5
GPR85	K1
LINC00998	K2
TFEC	K1
TES	K1
CAV2	K1
CAPZA2	K3
ST7	K5
ST7-OT4	K4
ST7-AS2	K4
CTTNBP2	K1
NAA38	K3
CPED1	K2
FAM3C	K2
AASS	K1
IQUB	K5
NDUFA5	K3
RP11-390E23.6	K3
POT1	K3
GCC1	K5
ARF5	K3
SND1	K2
LRRC4	K1
RBM28	K2
PRRT4	K1
IMPDH1	K2
HILPDA	K2
METTL2B	K3
RP11-212P7.2	K1
RP11-274B21.10	K5
FAM71F2	K5
RP11-274B21.9	K5
CALU	K3
OPN1SW	K3
CCDC136	K1
ATP6V1F	K3
IRF5	K1
TNPO3	K3
TSPAN33	K3
SMO	K1
AHCYL2	K1
STRIP2	K4
RP11-448A19.1	K3
UBE2H	K5
RP11-306G20.1	K5
ZC3HC1	K3
KLHDC10	K4
RP11-775D22.2	K4
TMEM209	K3
RP11-775D22.3	K4
CEP41	K3
MEST	K2
COPG2	K2
AC016831.7	K5
MIR29A	K5
RP11-138A9.1	K5
RP11-138A9.2	K5
LINC-PINT	K5
MKLN1	K4
PODXL	K1
PLXNA4	K1
CHCHD3	K3
AC009518.8	K3
EXOC4	K3
SLC35B4	K2
AKR1B1	K2
BPGM	K5
CALD1	K1
AGBL3	K3
C7orf49	K5
TMEM140	K5
RP11-134L10.1	K5
WDR91	K4
AC009542.2	K4
STRA8	K5
CNOT4	K5
NUP205	K3
C7orf73	K4
SLC13A4	K5
AC015987.1	K4
MTPN	K4
CREB3L2	K1
TRIM24	K3
SVOPL	K1
KIAA1549	K1
ZC3HAV1L	K2
ZC3HAV1	K5
TTC26	K2
UBN2	K5
C7orf55	K2
C7orf55-LUC7L2	K3
HIPK2	K1
TBXAS1	K2
PARP12	K4
KDM7A	K4
JHDM1D-AS1	K4
SLC37A3	K3
MKRN1	K5
ADCK2	K3
NDUFB2	K2
NDUFB2-AS1	K1
BRAF	K5
RP4-813F11.4	K2
MRPS33	K2
AGK	K2
RP5-894A10.2	K1
KIAA1147	K1
WEE2-AS1	K3
SSBP1	K2
TAS2R5	K1
CLEC5A	K1
TRPV6	K1
TRPV5	K4
C7orf34	K4
KEL	K4
GSTK1	K2
CASP2	K3
AC093673.5	K1
ZYX	K1
EPHA1	K1
FAM115C	K1
FAM115A	K2
TPK1	K2
RP5-1136G13.2	K1
CUL1	K3
EZH2	K3
PDIA4	K2
ZNF786	K2
ZNF425	K2
ZNF398	K3
ZNF282	K3
ZNF212	K2
ZNF783	K2
RP11-143I21.1	K5
ZNF777	K1
ZNF746	K5
KRBA1	K2
ZNF467	K1
ZNF862	K1
ATP6V0E2-AS1	K1
ATP6V0E2	K2
ACTR3C	K2
LRRC61	K2
ZBED6CL	K2
REPIN1	K2
ZNF775	K2
GIMAP6	K1
GIMAP2	K2
TMEM176B	K1
AOC1	K1
KCNH2	K3
ATG9B	K2
ABCB8	K3
CDK5	K2
SLC4A2	K3
FASTK	K3
TMUB1	K1
AGAP3	K2
ABCF2	K2
CHPF2	K5
SMARCD3	K1
NUB1	K5
WDR86	K5
RHEB	K4
PRKAG2	K2
PRKAG2-AS1	K1
GALNT11	K3
RP5-981O7.2	K4
KMT2C	K4
LINC01003	K1
XRCC2	K3
ACTR3B	K2
PAXIP1	K3
PAXIP1-AS1	K3
